,F,I,M,Length,Diameter,Height,Whole weight,Shucked weight,Viscera weight,Shell weight,age
207,0,1,0,0.435,0.34,0.11,0.3795,0.1495,0.085,0.12,9.5
3547,0,1,0,0.48,0.355,0.125,0.494,0.2385,0.0835,0.15,10.5
458,0,1,0,0.415,0.31,0.11,0.2965,0.123,0.057,0.0995,11.5
2426,0,1,0,0.565,0.435,0.155,0.782,0.2715,0.168,0.285,15.5
2562,0,1,0,0.44,0.325,0.1,0.4165,0.185,0.0865,0.11,7.5
3088,0,1,0,0.425,0.32,0.085,0.262,0.1235,0.067,0.0725,9.5
3699,0,0,1,0.65,0.525,0.19,1.3685,0.5975,0.296,0.4,12.5
3593,1,0,0,0.655,0.53,0.165,1.2835,0.583,0.1255,0.4,9.5
1883,0,0,1,0.555,0.41,0.125,0.599,0.2345,0.1465,0.194,9.5
1713,0,0,1,0.645,0.5,0.175,1.3375,0.554,0.308,0.415,11.5
2754,0,1,0,0.525,0.385,0.13,0.607,0.2355,0.125,0.195,9.5
2372,1,0,0,0.405,0.325,0.11,0.3575,0.145,0.0725,0.11,13.5
552,0,1,0,0.56,0.44,0.165,0.8,0.335,0.1735,0.25,13.5
3944,0,0,1,0.55,0.44,0.16,0.991,0.348,0.168,0.375,21.5
3871,1,0,0,0.45,0.36,0.11,0.447,0.203,0.082,0.13,13.5
1925,1,0,0,0.61,0.47,0.165,1.1785,0.566,0.2785,0.294,12.5
634,0,0,1,0.36,0.295,0.1,0.2105,0.066,0.0525,0.075,10.5
4033,0,1,0,0.495,0.385,0.125,0.5125,0.2075,0.1155,0.172,11.5
316,1,0,0,0.635,0.535,0.19,1.242,0.576,0.2475,0.39,15.5
2987,0,0,1,0.555,0.405,0.19,1.406,0.6115,0.342,0.389,11.5
3752,0,1,0,0.475,0.355,0.135,0.4775,0.2145,0.09,0.1435,9.5
1328,0,1,0,0.57,0.45,0.145,0.751,0.2825,0.2195,0.2215,11.5
427,0,0,1,0.6,0.5,0.16,1.015,0.3995,0.1735,0.33,20.5
2357,0,0,1,0.585,0.455,0.125,1.027,0.391,0.212,0.25,18.5
105,1,0,0,0.52,0.41,0.155,0.727,0.291,0.1835,0.235,13.5
142,0,0,1,0.65,0.52,0.19,1.3445,0.519,0.306,0.4465,17.5
2169,0,1,0,0.165,0.115,0.015,0.0145,0.0055,0.003,0.005,5.5
3513,1,0,0,0.66,0.5,0.175,1.3275,0.556,0.2805,0.4085,10.5
3347,0,0,1,0.415,0.32,0.1,0.3005,0.1215,0.0575,0.104,12.5
2241,1,0,0,0.435,0.32,0.12,0.3785,0.152,0.0915,0.125,12.5
2381,0,0,1,0.155,0.115,0.025,0.024,0.009,0.005,0.0075,6.5
2163,1,0,0,0.55,0.47,0.15,0.897,0.377,0.184,0.29,10.5
1949,0,0,1,0.64,0.53,0.165,1.1895,0.4765,0.3,0.35,12.5
3779,0,0,1,0.595,0.48,0.185,1.1785,0.526,0.2975,0.314,11.5
2272,0,0,1,0.635,0.51,0.21,1.598,0.6535,0.2835,0.58,16.5
3960,0,0,1,0.69,0.55,0.195,1.777,0.769,0.38,0.4305,12.5
4056,0,0,1,0.645,0.51,0.165,1.403,0.5755,0.2515,0.4545,12.5
4138,0,0,1,0.63,0.49,0.155,1.229,0.535,0.29,0.335,12.5
1951,1,0,0,0.64,0.515,0.165,1.3115,0.4945,0.2555,0.41,11.5
2850,0,0,1,0.63,0.485,0.16,1.243,0.623,0.275,0.3,11.5
3106,0,1,0,0.3,0.22,0.065,0.1235,0.059,0.026,0.0315,6.5
4142,0,0,1,0.655,0.525,0.18,1.402,0.624,0.2935,0.365,14.5
1109,0,0,1,0.52,0.4,0.145,0.7765,0.3525,0.1845,0.185,10.5
2510,0,1,0,0.42,0.32,0.1,0.34,0.1745,0.05,0.0945,9.5
591,1,0,0,0.37,0.29,0.115,0.25,0.111,0.057,0.075,10.5
3946,0,0,1,0.525,0.41,0.165,0.8005,0.2635,0.1985,0.25,14.5
1576,0,1,0,0.49,0.375,0.115,0.4615,0.204,0.0945,0.143,9.5
2752,0,0,1,0.515,0.41,0.14,0.7355,0.3065,0.137,0.2,8.5
213,0,0,1,0.5,0.405,0.14,0.6155,0.241,0.1355,0.205,10.5
778,0,0,1,0.465,0.35,0.14,0.5755,0.2015,0.1505,0.19,16.5
3203,1,0,0,0.635,0.505,0.185,1.3035,0.501,0.295,0.41,18.5
4028,0,1,0,0.42,0.31,0.1,0.2805,0.1125,0.0615,0.0925,9.5
2043,0,1,0,0.395,0.295,0.1,0.293,0.14,0.062,0.082,8.5
3504,1,0,0,0.62,0.51,0.18,1.233,0.592,0.274,0.322,11.5
3912,0,1,0,0.52,0.405,0.14,0.6765,0.2865,0.146,0.205,16.5
2661,0,0,1,0.565,0.43,0.13,0.784,0.3495,0.1885,0.213,10.5
1567,0,1,0,0.465,0.345,0.11,0.393,0.1825,0.0735,0.12,9.5
3907,0,1,0,0.48,0.39,0.15,0.6275,0.276,0.134,0.185,14.5
4175,1,0,0,0.625,0.485,0.15,1.0945,0.531,0.261,0.296,11.5
3332,0,1,0,0.44,0.34,0.125,0.4895,0.1735,0.0875,0.2,14.5
3842,1,0,0,0.615,0.475,0.145,0.9525,0.3915,0.195,0.32,10.5
1343,0,0,1,0.585,0.46,0.165,1.1135,0.5825,0.2345,0.274,11.5
2013,0,0,1,0.47,0.365,0.135,0.522,0.2395,0.1525,0.145,11.5
273,0,0,1,0.63,0.505,0.225,1.525,0.56,0.3335,0.45,16.5
71,1,0,0,0.4,0.32,0.11,0.353,0.1405,0.0985,0.1,9.5
1087,0,1,0,0.45,0.365,0.125,0.462,0.2135,0.0985,0.1315,9.5
394,0,1,0,0.345,0.275,0.095,0.1995,0.0755,0.0535,0.07,7.5
583,0,1,0,0.46,0.355,0.14,0.4935,0.216,0.133,0.115,14.5
1367,0,0,1,0.61,0.48,0.17,1.137,0.4565,0.29,0.347,11.5
2844,0,0,1,0.605,0.475,0.19,1.1255,0.59,0.247,0.26,11.5
2862,0,0,1,0.735,0.57,0.21,2.2355,1.1705,0.463,0.5315,11.5
3883,0,0,1,0.54,0.425,0.12,0.817,0.2945,0.153,0.195,11.5
3947,0,0,1,0.475,0.365,0.14,0.6175,0.202,0.1445,0.19,17.5
2471,0,0,1,0.565,0.44,0.175,1.122,0.393,0.2,0.375,21.5
1763,0,0,1,0.775,0.63,0.25,2.7795,1.3485,0.76,0.578,13.5
3204,1,0,0,0.665,0.53,0.185,1.3955,0.456,0.3205,0.49,16.5
1259,0,1,0,0.435,0.315,0.11,0.3685,0.1615,0.0715,0.12,8.5
2253,1,0,0,0.645,0.5,0.2,1.4285,0.639,0.305,0.36,12.5
526,0,0,1,0.155,0.11,0.04,0.0155,0.0065,0.003,0.005,4.5
377,1,0,0,0.585,0.45,0.16,1.077,0.4995,0.2875,0.25,11.5
1559,0,1,0,0.435,0.335,0.1,0.3295,0.129,0.07,0.11,8.5
2667,1,0,0,0.585,0.45,0.15,0.938,0.467,0.203,0.225,8.5
1963,0,0,1,0.655,0.52,0.17,1.1445,0.53,0.223,0.348,10.5
3799,1,0,0,0.705,0.56,0.17,1.4575,0.607,0.318,0.44,12.5
348,0,1,0,0.375,0.305,0.115,0.2715,0.092,0.074,0.09,9.5
2246,1,0,0,0.38,0.325,0.11,0.3105,0.12,0.074,0.105,11.5
2921,1,0,0,0.6,0.45,0.15,0.9625,0.4375,0.2225,0.2775,10.5
1709,0,0,1,0.645,0.51,0.19,1.4745,0.605,0.345,0.48,10.5
1050,1,0,0,0.715,0.525,0.185,1.56,0.6655,0.383,0.405,12.5
590,0,1,0,0.51,0.4,0.15,0.745,0.2865,0.1675,0.235,14.5
519,1,0,0,0.345,0.25,0.09,0.203,0.078,0.059,0.055,7.5
3997,0,1,0,0.36,0.27,0.09,0.2075,0.098,0.039,0.062,7.5
2872,0,1,0,0.4,0.315,0.09,0.3245,0.151,0.073,0.088,9.5
1083,0,1,0,0.44,0.33,0.11,0.3705,0.1545,0.084,0.12,8.5
3919,0,1,0,0.565,0.43,0.135,0.8545,0.321,0.1775,0.275,12.5
3866,1,0,0,0.525,0.43,0.165,0.717,0.289,0.1745,0.195,11.5
1294,0,1,0,0.52,0.395,0.125,0.663,0.3005,0.131,0.1905,10.5
1809,1,0,0,0.64,0.475,0.14,1.0725,0.4895,0.2295,0.31,9.5
791,1,0,0,0.485,0.375,0.135,0.556,0.1925,0.1315,0.1685,11.5
792,0,0,1,0.47,0.37,0.18,0.51,0.1915,0.1285,0.1625,10.5
2969,0,0,1,0.685,0.505,0.19,1.533,0.667,0.4055,0.41,11.5
1980,1,0,0,0.705,0.535,0.22,1.866,0.929,0.3835,0.4395,11.5
2720,0,1,0,0.37,0.275,0.09,0.2065,0.096,0.0395,0.058,8.5
2364,1,0,0,0.6,0.47,0.2,1.031,0.392,0.2035,0.29,16.5
1530,0,0,1,0.75,0.55,0.18,1.893,0.942,0.397,0.445,12.5
1410,1,0,0,0.665,0.53,0.18,1.491,0.6345,0.342,0.435,11.5
3822,1,0,0,0.605,0.48,0.175,1.1685,0.4815,0.2305,0.356,10.5
3371,0,0,1,0.33,0.235,0.09,0.163,0.0615,0.034,0.055,11.5
83,0,0,1,0.595,0.475,0.16,1.3175,0.408,0.234,0.58,22.5
4115,1,0,0,0.605,0.465,0.155,1.1,0.547,0.2665,0.2585,11.5
20,0,0,1,0.355,0.28,0.095,0.2455,0.0955,0.062,0.075,12.5
2390,1,0,0,0.455,0.35,0.125,0.4485,0.1585,0.102,0.1335,17.5
1562,0,1,0,0.45,0.335,0.11,0.4195,0.181,0.085,0.1345,8.5
973,0,0,1,0.525,0.4,0.14,0.7325,0.334,0.1575,0.17,12.5
1710,0,0,1,0.645,0.51,0.195,1.226,0.5885,0.2215,0.3745,11.5
2765,0,1,0,0.555,0.435,0.145,0.6975,0.262,0.1575,0.24,12.5
1098,0,0,1,0.49,0.465,0.125,0.5225,0.235,0.13,0.141,8.5
2916,0,0,1,0.595,0.47,0.155,1.2015,0.492,0.3865,0.265,11.5
886,1,0,0,0.675,0.525,0.17,1.8095,0.784,0.391,0.455,13.5
2574,0,0,1,0.48,0.37,0.1,0.5135,0.243,0.1015,0.135,9.5
3285,1,0,0,0.665,0.57,0.185,1.522,0.6965,0.3025,0.405,14.5
3793,1,0,0,0.665,0.525,0.18,1.5785,0.678,0.229,0.456,15.5
737,1,0,0,0.52,0.405,0.125,0.6435,0.2415,0.1735,0.21,13.5
1453,0,1,0,0.47,0.35,0.125,0.4315,0.19,0.1165,0.1175,7.5
2759,1,0,0,0.545,0.44,0.15,0.9475,0.366,0.239,0.275,9.5
3754,0,1,0,0.485,0.37,0.14,0.5065,0.2425,0.088,0.1465,9.5
2126,1,0,0,0.5,0.4,0.125,0.5765,0.2395,0.126,0.185,11.5
906,0,1,0,0.325,0.24,0.075,0.187,0.0825,0.0445,0.05,7.5
2555,0,1,0,0.37,0.29,0.08,0.2545,0.108,0.0565,0.07,7.5
3176,1,0,0,0.49,0.38,0.13,0.539,0.229,0.1355,0.165,13.5
947,0,0,1,0.475,0.37,0.125,0.537,0.222,0.1215,0.15,10.5
2658,0,1,0,0.55,0.42,0.13,0.636,0.294,0.144,0.1755,9.5
2829,0,1,0,0.52,0.395,0.145,0.77,0.424,0.142,0.1895,8.5
715,0,1,0,0.275,0.2,0.065,0.1035,0.0475,0.0205,0.03,8.5
3281,0,0,1,0.55,0.45,0.17,0.81,0.317,0.157,0.22,12.5
686,1,0,0,0.535,0.4,0.15,0.8045,0.3345,0.2125,0.21,14.5
3636,0,1,0,0.39,0.29,0.09,0.2745,0.135,0.0455,0.078,9.5
2353,1,0,0,0.72,0.56,0.175,1.7265,0.637,0.3415,0.525,18.5
2257,0,0,1,0.495,0.415,0.165,0.7485,0.264,0.134,0.285,14.5
3131,0,0,1,0.675,0.505,0.16,1.532,0.74,0.357,0.3815,12.5
21,0,1,0,0.38,0.275,0.1,0.2255,0.08,0.049,0.085,11.5
885,1,0,0,0.67,0.585,0.16,1.309,0.5445,0.2945,0.413,11.5
917,0,1,0,0.41,0.31,0.09,0.339,0.155,0.0695,0.09,8.5
2957,1,0,0,0.655,0.5,0.205,1.528,0.6215,0.3725,0.4535,12.5
3526,0,1,0,0.335,0.26,0.085,0.192,0.097,0.03,0.054,7.5
4002,0,1,0,0.485,0.375,0.125,0.562,0.2505,0.1345,0.1525,9.5
1265,0,1,0,0.46,0.36,0.105,0.466,0.2225,0.099,0.11,8.5
483,1,0,0,0.58,0.46,0.15,0.9955,0.429,0.212,0.26,20.5
3851,0,0,1,0.56,0.44,0.13,0.8255,0.2425,0.202,0.285,11.5
3682,0,0,1,0.62,0.5,0.18,1.3915,0.726,0.2795,0.332,12.5
277,0,0,1,0.61,0.5,0.24,1.642,0.532,0.3345,0.69,19.5
988,0,0,1,0.57,0.46,0.17,0.9035,0.4075,0.1935,0.214,8.5
2084,1,0,0,0.69,0.54,0.195,1.2525,0.73,0.3975,0.462,13.5
1245,0,1,0,0.385,0.28,0.09,0.228,0.1025,0.042,0.0655,6.5
2382,0,1,0,0.525,0.43,0.15,0.7365,0.3225,0.161,0.215,12.5
571,0,1,0,0.45,0.345,0.135,0.443,0.1975,0.0875,0.1175,15.5
1435,0,1,0,0.385,0.3,0.09,0.247,0.1225,0.044,0.0675,6.5
993,0,0,1,0.58,0.455,0.15,1.012,0.4985,0.2115,0.2835,11.5
2411,0,1,0,0.5,0.395,0.12,0.537,0.2165,0.1085,0.1785,10.5
2407,0,1,0,0.625,0.43,0.175,1.411,0.572,0.297,0.395,13.5
585,0,1,0,0.495,0.39,0.125,0.6655,0.284,0.162,0.2,12.5
1349,0,0,1,0.59,0.455,0.155,0.8855,0.388,0.188,0.275,11.5
1007,0,0,1,0.61,0.47,0.15,1.1625,0.565,0.258,0.3085,12.5
674,1,0,0,0.49,0.385,0.15,0.7865,0.241,0.14,0.24,24.5
447,0,0,1,0.565,0.455,0.185,0.9265,0.354,0.1575,0.375,17.5
3573,1,0,0,0.595,0.465,0.145,0.7955,0.3425,0.1795,0.2425,11.5
3187,1,0,0,0.51,0.385,0.135,0.632,0.282,0.145,0.17,9.5
2064,0,0,1,0.535,0.42,0.125,0.738,0.355,0.1895,0.1795,9.5
3368,0,1,0,0.61,0.48,0.165,1.097,0.4215,0.264,0.335,14.5
3081,1,0,0,0.73,0.55,0.205,1.908,0.5415,0.3565,0.5965,15.5
1690,0,0,1,0.625,0.5,0.17,1.0985,0.4645,0.22,0.354,10.5
3514,0,0,1,0.67,0.525,0.18,1.6615,0.8005,0.3645,0.43,11.5
1247,0,1,0,0.395,0.305,0.105,0.284,0.1135,0.0595,0.0945,9.5
1985,0,0,1,0.76,0.605,0.215,2.173,0.801,0.4915,0.646,14.5
294,0,0,1,0.6,0.495,0.195,1.0575,0.384,0.19,0.375,27.5
1547,0,1,0,0.38,0.29,0.1,0.237,0.108,0.0395,0.082,7.5
2012,0,1,0,0.46,0.35,0.11,0.4675,0.2125,0.099,0.1375,8.5
588,0,0,1,0.45,0.335,0.14,0.4625,0.164,0.076,0.15,15.5
2403,0,0,1,0.29,0.225,0.08,0.1295,0.0535,0.026,0.045,11.5
2129,0,0,1,0.595,0.47,0.15,0.8915,0.359,0.2105,0.245,13.5
3257,0,0,1,0.505,0.385,0.11,0.655,0.3185,0.15,0.185,10.5
3164,1,0,0,0.64,0.475,0.19,1.151,0.4365,0.281,0.3805,14.5
425,0,0,1,0.58,0.45,0.175,1.068,0.425,0.203,0.32,14.5
1054,0,1,0,0.195,0.15,0.045,0.0375,0.018,0.006,0.011,4.5
3542,0,1,0,0.455,0.435,0.11,0.4265,0.195,0.09,0.1205,9.5
556,0,1,0,0.525,0.405,0.15,0.795,0.3075,0.205,0.255,15.5
3211,1,0,0,0.6,0.48,0.165,1.1345,0.4535,0.27,0.335,11.5
2740,0,1,0,0.455,0.34,0.115,0.486,0.261,0.0655,0.1315,9.5
3770,0,1,0,0.565,0.43,0.125,0.6545,0.2815,0.139,0.21,10.5
3767,0,0,1,0.555,0.46,0.16,0.86,0.3345,0.1935,0.275,11.5
2868,0,1,0,0.335,0.26,0.09,0.1965,0.0875,0.041,0.056,8.5
1193,0,0,1,0.7,0.575,0.19,2.273,1.095,0.418,0.638,13.5
1716,1,0,0,0.645,0.48,0.19,1.371,0.6925,0.2905,0.35,13.5
2876,0,1,0,0.445,0.31,0.09,0.336,0.1555,0.09,0.0855,8.5
3836,0,0,1,0.41,0.325,0.1,0.3555,0.146,0.072,0.105,10.5
2400,0,1,0,0.445,0.33,0.1,0.437,0.163,0.0755,0.17,14.5
2139,0,0,1,0.68,0.53,0.205,1.496,0.5825,0.337,0.465,15.5
2383,1,0,0,0.525,0.39,0.135,0.6005,0.2265,0.131,0.21,17.5
3952,0,1,0,0.315,0.235,0.08,0.18,0.08,0.045,0.047,6.5
1285,0,1,0,0.5,0.375,0.125,0.5695,0.259,0.124,0.157,8.5
2651,0,1,0,0.51,0.385,0.15,0.625,0.3095,0.119,0.1725,9.5
2676,1,0,0,0.605,0.48,0.15,1.079,0.4505,0.2835,0.293,11.5
3920,0,0,1,0.295,0.23,0.085,0.125,0.042,0.0285,0.043,9.5
2087,0,0,1,0.72,0.585,0.22,1.914,0.9155,0.448,0.479,12.5
1889,0,0,1,0.565,0.415,0.125,0.667,0.302,0.1545,0.185,8.5
1591,0,0,1,0.525,0.415,0.145,0.845,0.3525,0.1635,0.2875,9.5
3753,0,1,0,0.475,0.36,0.11,0.452,0.191,0.099,0.13,9.5
2162,1,0,0,0.71,0.565,0.195,1.817,0.785,0.492,0.49,12.5
2396,0,1,0,0.625,0.465,0.155,0.972,0.404,0.1845,0.35,15.5
3039,0,0,1,0.57,0.45,0.145,0.95,0.4005,0.2235,0.2845,11.5
2271,1,0,0,0.52,0.41,0.17,0.8705,0.3735,0.219,0.25,15.5
3426,0,0,1,0.71,0.55,0.2,1.9045,0.882,0.44,0.5,14.5
1137,1,0,0,0.575,0.45,0.16,1.068,0.556,0.214,0.2575,11.5
2711,0,1,0,0.19,0.14,0.03,0.0315,0.0125,0.005,0.0105,4.5
4000,0,1,0,0.455,0.35,0.135,0.5365,0.2855,0.0855,0.1325,8.5
4021,1,0,0,0.69,0.58,0.195,1.658,0.708,0.3615,0.4715,11.5
1711,0,0,1,0.645,0.51,0.16,1.33,0.6665,0.309,0.317,10.5
3516,1,0,0,0.7,0.575,0.2,1.7365,0.7755,0.3965,0.461,12.5
453,1,0,0,0.565,0.49,0.155,0.9245,0.405,0.2195,0.255,12.5
913,0,1,0,0.37,0.29,0.095,0.249,0.1045,0.058,0.067,7.5
3585,0,0,1,0.625,0.485,0.16,1.2135,0.631,0.2235,0.302,10.5
1199,1,0,0,0.72,0.58,0.195,2.103,1.0265,0.48,0.5375,11.5
1274,0,1,0,0.475,0.36,0.11,0.492,0.211,0.11,0.15,9.5
2375,0,0,1,0.34,0.275,0.09,0.2065,0.0725,0.043,0.07,11.5
37,1,0,0,0.45,0.355,0.105,0.5225,0.237,0.1165,0.145,9.5
974,1,0,0,0.53,0.425,0.13,0.7585,0.325,0.197,0.205,9.5
983,1,0,0,0.565,0.4,0.13,0.6975,0.3075,0.1665,0.18,9.5
3357,0,1,0,0.375,0.285,0.1,0.239,0.105,0.0555,0.07,9.5
1418,0,0,1,0.705,0.555,0.215,2.141,1.0465,0.383,0.528,12.5
1560,0,1,0,0.435,0.325,0.11,0.367,0.1595,0.08,0.105,7.5
39,0,0,1,0.355,0.29,0.09,0.3275,0.134,0.086,0.09,10.5
1486,1,0,0,0.595,0.455,0.16,1.04,0.452,0.2655,0.288,10.5
3460,0,0,1,0.62,0.485,0.165,1.1325,0.5235,0.2505,0.2825,10.5
169,1,0,0,0.68,0.515,0.175,1.6185,0.5125,0.409,0.62,13.5
1355,1,0,0,0.6,0.465,0.155,1.04,0.4755,0.25,0.28,12.5
2542,1,0,0,0.695,0.53,0.2,2.0475,0.75,0.4195,0.6095,15.5
3825,0,0,1,0.625,0.47,0.17,1.1665,0.4605,0.2565,0.3945,12.5
2780,0,0,1,0.59,0.475,0.14,0.977,0.4625,0.2025,0.275,11.5
2794,1,0,0,0.63,0.475,0.155,1.0005,0.452,0.252,0.265,11.5
1640,1,0,0,0.575,0.435,0.15,1.0305,0.4605,0.218,0.36,9.5
1290,0,1,0,0.515,0.38,0.12,0.625,0.3265,0.1295,0.16,8.5
1380,0,0,1,0.625,0.455,0.17,1.082,0.4955,0.2345,0.315,10.5
1933,0,0,1,0.62,0.495,0.195,1.5145,0.579,0.346,0.5195,16.5
579,1,0,0,0.63,0.48,0.175,1.3675,0.5015,0.3035,0.515,18.5
2990,1,0,0,0.59,0.44,0.14,1.007,0.4775,0.2105,0.2925,10.5
2030,0,0,1,0.59,0.465,0.165,1.115,0.5165,0.273,0.275,11.5
892,0,1,0,0.205,0.14,0.05,0.046,0.0165,0.012,0.0135,7.5
780,0,0,1,0.56,0.41,0.165,0.93,0.3505,0.237,0.3,14.5
159,1,0,0,0.575,0.46,0.165,1.124,0.2985,0.1785,0.44,14.5
2,1,0,0,0.53,0.42,0.135,0.677,0.2565,0.1415,0.21,10.5
3612,0,0,1,0.6,0.46,0.18,1.14,0.423,0.2575,0.365,11.5
3507,1,0,0,0.64,0.5,0.165,1.1635,0.554,0.239,0.32,12.5
849,0,0,1,0.55,0.45,0.15,1.0145,0.407,0.2015,0.2875,11.5
2466,0,0,1,0.425,0.325,0.12,0.3755,0.142,0.1065,0.105,10.5
3850,1,0,0,0.375,0.295,0.11,0.3005,0.1255,0.0575,0.1035,8.5
1596,0,1,0,0.53,0.42,0.12,0.5965,0.2555,0.141,0.177,8.5
1776,0,0,1,0.485,0.37,0.155,0.968,0.419,0.2455,0.2365,10.5
1913,0,0,1,0.58,0.44,0.16,0.8295,0.3365,0.2005,0.2485,10.5
1043,0,0,1,0.68,0.535,0.185,1.607,0.7245,0.3215,0.498,13.5
1544,0,1,0,0.37,0.27,0.095,0.2175,0.097,0.046,0.065,7.5
3055,1,0,0,0.61,0.495,0.16,1.089,0.469,0.198,0.384,12.5
53,1,0,0,0.47,0.36,0.12,0.4775,0.2105,0.1055,0.15,11.5
1796,0,0,1,0.585,0.455,0.145,0.953,0.3945,0.2685,0.258,11.5
1911,0,0,1,0.58,0.44,0.15,1.0465,0.518,0.2185,0.2795,11.5
3337,0,1,0,0.66,0.525,0.18,1.6935,0.6025,0.4005,0.42,16.5
2843,0,0,1,0.6,0.45,0.16,1.142,0.539,0.225,0.307,11.5
3852,0,0,1,0.55,0.41,0.15,0.785,0.282,0.186,0.275,13.5
824,0,1,0,0.385,0.3,0.1,0.2895,0.1215,0.063,0.09,8.5
3805,0,0,1,0.425,0.305,0.11,0.359,0.173,0.0875,0.0975,10.5
1389,0,0,1,0.635,0.49,0.16,1.101,0.534,0.1865,0.3455,11.5
3484,0,1,0,0.475,0.42,0.16,0.7095,0.35,0.1505,0.1845,9.5
4100,1,0,0,0.675,0.52,0.175,1.494,0.7365,0.3055,0.37,10.5
1607,0,1,0,0.54,0.425,0.135,0.686,0.3475,0.1545,0.213,9.5
1594,0,1,0,0.525,0.4,0.14,0.654,0.305,0.16,0.169,8.5
771,0,1,0,0.485,0.375,0.14,0.521,0.2,0.123,0.17,9.5
2273,1,0,0,0.67,0.52,0.15,1.406,0.519,0.348,0.37,14.5
1868,0,1,0,0.525,0.405,0.145,0.6965,0.3045,0.1535,0.21,9.5
1085,0,1,0,0.445,0.34,0.145,0.434,0.1945,0.0905,0.13,8.5
2884,0,1,0,0.505,0.425,0.125,0.6115,0.245,0.1375,0.2,10.5
1325,1,0,0,0.565,0.45,0.145,0.8495,0.4215,0.1685,0.225,9.5
1463,0,0,1,0.505,0.385,0.105,0.5525,0.239,0.1245,0.1555,10.5
806,0,1,0,0.28,0.205,0.07,0.1015,0.041,0.03,0.03,7.5
2610,1,0,0,0.63,0.495,0.145,1.147,0.5455,0.266,0.2885,10.5
2974,0,0,1,0.745,0.575,0.2,1.884,0.954,0.336,0.495,13.5
2108,0,0,1,0.665,0.535,0.225,2.1835,0.7535,0.391,0.885,28.5
3011,0,1,0,0.375,0.285,0.09,0.237,0.106,0.0395,0.08,9.5
4137,0,0,1,0.63,0.505,0.155,1.105,0.492,0.226,0.325,12.5
2234,1,0,0,0.57,0.45,0.165,0.903,0.3305,0.1845,0.295,15.5
963,0,0,1,0.505,0.41,0.125,0.642,0.289,0.133,0.155,10.5
398,0,0,1,0.535,0.44,0.15,0.6765,0.256,0.139,0.26,13.5
3985,0,0,1,0.63,0.48,0.185,1.21,0.53,0.2555,0.322,12.5
704,0,0,1,0.4,0.3,0.125,0.417,0.191,0.09,0.1175,10.5
431,0,0,1,0.6,0.47,0.155,1.036,0.4375,0.196,0.325,21.5
292,0,0,1,0.61,0.475,0.165,1.116,0.428,0.2205,0.315,16.5
4015,0,0,1,0.635,0.48,0.145,1.181,0.665,0.229,0.225,11.5
145,1,0,0,0.49,0.38,0.125,0.549,0.245,0.1075,0.174,11.5
3192,1,0,0,0.525,0.405,0.115,0.72,0.3105,0.1915,0.2,15.5
2033,0,0,1,0.61,0.49,0.16,1.112,0.465,0.228,0.341,11.5
3902,0,1,0,0.16,0.12,0.02,0.018,0.0075,0.0045,0.005,5.5
1165,1,0,0,0.615,0.465,0.15,0.923,0.4615,0.1825,0.2415,10.5
2050,0,0,1,0.45,0.35,0.13,0.4655,0.2075,0.1045,0.135,9.5
3246,0,0,1,0.55,0.435,0.16,0.906,0.342,0.219,0.295,14.5
339,1,0,0,0.565,0.45,0.195,1.0035,0.406,0.2505,0.285,16.5
2624,0,0,1,0.765,0.585,0.18,2.398,1.128,0.512,0.5335,13.5
265,1,0,0,0.46,0.38,0.13,0.639,0.3,0.1525,0.16,12.5
2424,0,0,1,0.26,0.2,0.065,0.096,0.044,0.027,0.03,7.5
3495,0,0,1,0.56,0.415,0.13,0.7615,0.3695,0.17,0.1955,9.5
1771,0,1,0,0.455,0.325,0.135,0.82,0.4005,0.1715,0.211,9.5
271,0,0,1,0.59,0.5,0.2,1.187,0.412,0.2705,0.37,17.5
696,0,1,0,0.155,0.105,0.05,0.0175,0.005,0.0035,0.005,5.5
747,0,0,1,0.52,0.385,0.14,0.6595,0.2485,0.2035,0.16,10.5
244,0,1,0,0.33,0.255,0.085,0.1655,0.063,0.039,0.06,9.5
3992,0,0,1,0.7,0.6,0.23,2.003,0.8105,0.4045,0.5755,11.5
476,1,0,0,0.465,0.35,0.115,0.421,0.1565,0.091,0.1345,10.5
2032,0,0,1,0.605,0.445,0.14,0.982,0.4295,0.2085,0.295,13.5
3616,0,0,1,0.615,0.495,0.2,1.304,0.5795,0.3115,0.371,15.5
2664,1,0,0,0.57,0.43,0.16,0.811,0.3875,0.159,0.2285,10.5
813,0,1,0,0.255,0.185,0.06,0.088,0.0365,0.021,0.023,6.5
1914,0,0,1,0.595,0.455,0.15,0.886,0.4315,0.201,0.223,11.5
3591,1,0,0,0.65,0.475,0.165,1.3875,0.58,0.3485,0.3095,10.5
1297,0,1,0,0.53,0.415,0.13,0.694,0.3905,0.111,0.167,10.5
1804,0,0,1,0.62,0.47,0.145,1.0865,0.511,0.2715,0.2565,11.5
3058,0,1,0,0.62,0.475,0.16,0.907,0.371,0.167,0.3075,12.5
250,0,1,0,0.33,0.25,0.105,0.1715,0.0655,0.035,0.06,8.5
2461,1,0,0,0.5,0.385,0.13,0.768,0.2625,0.095,0.27,14.5
545,0,0,1,0.32,0.245,0.075,0.1555,0.0585,0.038,0.049,12.5
738,0,0,1,0.535,0.41,0.135,0.862,0.2855,0.1525,0.32,15.5
310,1,0,0,0.63,0.485,0.19,1.2435,0.4635,0.3055,0.39,22.5
